word,meaning,source,morphology,root,processes,type,meaning2,form,normalized_form
amáy,eventful,Dictionary A,"{""root"":""áy"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amáy,amay
amayámay,"very many, great in number",Dictionary A,"{""root"":""ayámay"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amayámay,amayamay
1amáyo,"dream of, contemplate (-en)",Dictionary A,"{""root"":""1amá"",""processes"":[{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}]}",,,,,1amáyo,1amayo
2amáyo,toy,Dictionary A,"{""root"":""2amá"",""processes"":[{""type"":""suffix"",""meaning"":""2pl genitive enclitic"",""form"":""-yo"",""normalized_form"":""yo""}]}",,,,,2amáyo,2amayo
ámba,to denounce; raise one’s hand to strike another,Dictionary A,"{""root"":""ámba"",""processes"":[]}",,,,,ámba,amba
ambegiá,"to join, attend a gathering (mi -)",Dictionary A,"{""root"":""begiá"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,ambegiá,ambegia
AmÉrica,United States of America,Dictionary A,"{""root"":""Érica"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,AmÉrica,america
amEricána,"(f.), amEricáno (m.) American",Dictionary A,"{""root"":""Ericána"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amEricána,americana
amés,to bathe (man -),Dictionary A,"{""root"":""és"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amés,ames
amíga,"(f.), amígo (m.) friend (plural amimíga , amimígo )",Dictionary A,"{""root"":""íga"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amíga,amiga
ámil,(person) unable to pronounce words clearly or articulate well,Dictionary A,"{""root"":""ámil"",""processes"":[]}",,,,,ámil,amil
amín,all,Dictionary A,"{""root"":""ín"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amín,amin
amíñggay,hurt,Dictionary A,"{""root"":""íñggay"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amíñggay,aminggay
ámo,"master, employer",Dictionary A,"{""root"":""á"",""processes"":[{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",,,,,ámo,amo
maámo,tame (refers only to animals),Dictionary A,"{""root"":""á"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""},{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",,,,,maámo,maamo
amó,"interjection denoting emphasis ‘isn’t it!’, ‘really’",Dictionary A,"{""root"":""ó"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amó,amo
amóñg,to live together under the same roof,Dictionary A,"{""root"":""óñg"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amóñg,among
kaamoñgán,person living in same house,Dictionary A,"{""root"":""kaamoñgán"",""processes"":[]}",,,,,kaamoñgán,kaamongan
amomót,"to suggest, appeal (on -)",Dictionary A,"{""root"":""ót"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating variant)"",""form"":""oN-"",""normalized_form"":""o"",""applied_allomorph"":""m""}]}",,,,,amomót,amomot
ámot,"to hide (on -); in hiding, withdrawn",Dictionary A,"{""root"":""ámot"",""processes"":[]}",,,,,ámot,amot
amotán,hide and seek,Dictionary A,"{""root"":""otán"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amotán,amotan
ámotámot,"to be in hiding, going furtively",Dictionary A,"{""root"":""ámot"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVCV-"",""normalized_form"":""CVCV"",""partial_chunk"":""ámot""}]}",,,,,ámotámot,amotamot
maámot,"unknown, strange (person)",Dictionary A,"{""root"":""ámot"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",,,,,maámot,maamot
amóy,"it seems, seemingly",Dictionary A,"{""root"":""óy"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amóy,amoy
amóyot,"kind, considerate",Dictionary A,"{""root"":""óyot"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,amóyot,amoyot
ámpar,"near, beside; compare",Dictionary A,"{""root"":""ámpar"",""processes"":[]}",,,,,ámpar,ampar
ampát,to hold between the palms of both hands; put one’s hands against one’s cheeks (man -),Dictionary A,"{""root"":""pát"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,ampát,ampat
ampáya,"hold, keep in the palm of the hand",Dictionary A,"{""root"":""páya"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,ampáya,ampaya
ampón,"protege, adopted child; to adopt a child (man -)",Dictionary A,"{""root"":""pón"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""}]}",,,,,ampón,ampon
ámsing,"spouse of person referred to, ‘better half’",Dictionary A,"{""root"":""ámsg"",""processes"":[{""type"":""infix"",""meaning"":""completed aspect marker"",""form"":""-in-"",""normalized_form"":""in"",""position"":3}]}",,,,,ámsing,amsing
anák,"child, offspring (pl. ának); bear a child (man -)",Dictionary A,"{""root"":""ák"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anák,anak
anáko,my child,Dictionary A,"{""root"":""á"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""1sg genitive enclitic"",""form"":""-ko"",""normalized_form"":""ko""}]}",,,,,anáko,anako
añganák,"one who has sponsored a child at baptism, etc.",Dictionary A,"{""root"":""añganák"",""processes"":[]}",,,,,añganák,anganak
inkiának,birthday,Dictionary A,"{""root"":""nkiának"",""processes"":[{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",,,,,inkiának,inkianak
kapaniának,newly born baby,Dictionary A,"{""root"":""kapaniának"",""processes"":[]}",,,,,kapaniának,kapanianak
manamianák,midwife,Dictionary A,"{""root"":""anák"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""},{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""},{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",,,,,manamianák,manamianak
panának,time or month of delivery,Dictionary A,"{""root"":""ának"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""}]}",,,,,panának,pananak
anáp,"to seek, look for (man -)",Dictionary A,"{""root"":""áp"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anáp,anap
ánap,to earn a living (man -),Dictionary A,"{""root"":""ánap"",""processes"":[]}",,,,,ánap,anap
anapán,"source of income; job, work",Dictionary A,"{""root"":""apán"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anapán,anapan
anapanáp,"to long for, crave (-en )",Dictionary A,"{""root"":""apanáp"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anapanáp,anapanap
andá,"give, hand (to speaker), ‘may I have’",Dictionary A,"{""root"":""dá"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,andá,anda
ándap,to flicker (man -),Dictionary A,"{""root"":""ándap"",""processes"":[]}",,,,,ándap,andap
ándar,to drive off in a car andí no,Dictionary A,"{""root"":""ándar"",""processes"":[]}",,,,,ándar,andar
naandí,"totally out of sight, vanish",Dictionary A,"{""root"":""naandí"",""processes"":[]}",,,,,naandí,naandi
andídman,not there,Dictionary A,"{""root"":""dídm"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,andídman,andidman
andídtan,not there (near addressee),Dictionary A,"{""root"":""dídt"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,andídtan,andidtan
andíria,not here,Dictionary A,"{""root"":""díria"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,andíria,andiria
andírit,cicada,Dictionary A,"{""root"":""dírit"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,andírit,andirit
ándo,to endure (man -); duration,Dictionary A,"{""root"":""ándo"",""processes"":[]}",,,,,ándo,ando
andóyan,"hammock, cradle; be in a hammock, etc. (man -)",Dictionary A,"{""root"":""dóy"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,andóyan,andoyan
aném,six,Dictionary A,"{""root"":""ém"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,aném,anem
anemáplo,sixty,Dictionary A,"{""root"":""emáplo"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anemáplo,anemaplo
kumánem,sixth in order,Dictionary A,"{""root"":""kumánem"",""processes"":[]}",,,,,kumánem,kumanem
mamínem,six times,Dictionary A,"{""root"":""ínem"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""m""}]}",,,,,mamínem,maminem
mikaaném,sixth,Dictionary A,"{""root"":""kaaném"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,mikaaném,mikaanem
pínen,sixth,Dictionary A,"{""root"":""pín"",""processes"":[{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}]}",,,,,pínen,pinen
sanánem,six each,Dictionary A,"{""root"":""sanánem"",""processes"":[]}",,,,,sanánem,sananem
anénen,for what purpose? what will be done with? (followed by attributive pronoun if actor is indicated),Dictionary A,"{""root"":""én"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}]}",,,,,anénen,anenen
áni,to harvest (man -),Dictionary A,"{""root"":""áni"",""processes"":[]}",,,,,áni,ani
naáni,"harvested crops (esp. rice, corn)",Dictionary A,"{""root"":""naáni"",""processes"":[]}",,,,,naáni,naani
panañgáni,harvest season,Dictionary A,"{""root"":""añgáni"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""n""}]}",,,,,panañgáni,panangani
aniáni,"apparition, ghost, spirit",Dictionary A,"{""root"":""áni"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",,,,,aniáni,aniani
anivErsário,"anniversary (of wedding, etc.)",Dictionary A,"{""root"":""vErsário"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""},{""type"":""prefix"",""meaning"":""theme/goal or benefactive focus (non-completed)"",""form"":""i-"",""normalized_form"":""i""}]}",,,,,anivErsário,aniversario
aníno,shadow,Dictionary A,"{""root"":""íno"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,aníno,anino
anláy,to attract with music or song; poetical speech,Dictionary A,"{""root"":""láy"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anláy,anlay
anlóñg,"poem, verse, rhyme",Dictionary A,"{""root"":""lóñg"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anlóñg,anlong
anúnsio,advertisement,Dictionary A,"{""root"":""únsio"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anúnsio,anunsio
anóp,to hunt with dogs (maN- ),Dictionary A,"{""root"":""óp"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anóp,anop
managanóp,hunter,Dictionary A,"{""root"":""aganóp"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",,,,,managanóp,managanop
anór,to drift (on -),Dictionary A,"{""root"":""ór"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""n""}]}",,,,,anór,anor
